Date of Breach,Organization,Country,Industry,Type of Breach,Data Compromised,People Affected,Cause,Measures Taken,Attack Vector,Duration of Breach (Days),Detection Method,Time to Contain (Days),Financial Impact (Million $),Legal Actions Taken,Regulatory Fines (Million $),Compensation to Users,Public Trust Impact,Employee Involvement,Encryption Status,Third-party Involvement,CISO Resignation,Stock Price Impact (%),Lawsuits Filed,Recovery Cost (Million $),Breach Announced,User Notification
2013-12-30,Facebook,France,Government,Data Leak,"Credit Cards, Emails, Medical Records",5853070,Data Leak,Security Patch,Social Engineering,1919,External Report,24,321.66,No,5.41,Yes,Medium,Malicious,Unencrypted,No,No,9.5,81,298.51,Delayed,SMS
2012-08-24,Uber,Russia,Government,Insider Threat,Medical Records,6871527,Insider Threat,Security Patch,Cloud Misconfig,2381,External Report,49,191.95,Yes,4.31,No,Medium,None,Unencrypted,Yes,Yes,-27.41,92,97.55,Immediately,Email
2015-08-16,Marriott,USA,Hospitality,Insider Threat,SSNs,3937600,Insider Threat,Legal Action,Email,2654,External Report,59,58.98,Yes,0.24,No,High,Accidental,Unencrypted,Yes,No,-23.09,86,208.56,Delayed,Not Notified
2014-04-25,LinkedIn,USA,Government,Malware,"Medical Records, Passwords",5202105,Malware,Legal Action,API Vulnerability,1200,Law Enforcement,71,320.45,Yes,27.39,No,Medium,None,Partially Encrypted,Yes,No,-32.84,3,38.81,Never Disclosed,Email
2013-12-26,Google,Brazil,Retail,Ransomware,Usernames,2469703,Ransomware,Fined,API Vulnerability,2950,External Report,86,195.03,No,48.19,No,High,None,Unencrypted,No,No,-24.73,83,33.41,Immediately,Not Notified
2017-02-17,Uber,France,Government,Data Leak,"Passwords, Usernames",4841252,Data Leak,Increased Monitoring,Email,200,Security Tool,43,106.76,No,1.29,No,High,Malicious,Partially Encrypted,No,No,-37.29,6,268.26,Never Disclosed,Press Release
2014-03-25,Facebook,China,Finance,Data Leak,"Phone Numbers, SSNs, Medical Records",7695650,Data Leak,Security Patch,USB Drive,2605,User Report,18,413.18,No,6.4,Yes,Low,Malicious,Partially Encrypted,Yes,No,-20.21,77,180.4,Immediately,SMS
2010-07-21,Yahoo,France,Education,Data Leak,"Emails, SSNs, Phone Numbers",2751306,Data Leak,Increased Monitoring,Cloud Misconfig,3283,Security Tool,72,255.58,Yes,16.97,No,High,None,Partially Encrypted,No,No,-13.57,20,113.17,Never Disclosed,Press Release
2001-05-02,Equifax,UK,Retail,Unpatched Software,"Usernames, Emails",4764979,Unpatched Software,Security Patch,Email,2950,Law Enforcement,54,375.2,No,44.29,No,High,Accidental,Partially Encrypted,Yes,No,-0.17,2,51.22,Immediately,SMS
2014-07-04,Facebook,Australia,Technology,Insider Threat,Medical Records,9957333,Insider Threat,Customer Compensation,Web Exploit,1029,Law Enforcement,71,380.54,Yes,29.28,Yes,Medium,None,Unencrypted,No,No,-0.82,100,175.77,Delayed,Press Release
2023-12-29,Target,France,Hospitality,Phishing,"Passwords, Emails, SSNs",8617739,Phishing,Public Disclosure,API Vulnerability,1634,User Report,57,293.34,Yes,42.85,Yes,High,Malicious,Unencrypted,No,Yes,-4.27,76,160.17,Never Disclosed,Not Notified
2006-05-29,Marriott,Australia,Telecom,Weak Passwords,"SSNs, Usernames",6095758,Weak Passwords,Fined,USB Drive,1247,Internal Audit,95,153.18,No,21.94,No,High,Malicious,Partially Encrypted,No,No,-36.37,10,112.67,Delayed,Email
2011-03-28,Adobe,France,Hospitality,Insider Threat,"Medical Records, Credit Cards, Phone Numbers",6952817,Insider Threat,Increased Monitoring,Web Exploit,10,User Report,47,440.5,Yes,41.06,No,Low,None,Partially Encrypted,No,Yes,-40.06,61,271.73,Delayed,SMS
2014-07-16,Uber,Russia,Technology,Weak Passwords,"SSNs, Medical Records",1362801,Weak Passwords,Public Disclosure,Cloud Misconfig,2147,User Report,58,60.57,No,1.25,No,High,None,Unencrypted,No,No,-34.08,17,172.06,Immediately,Not Notified
2002-07-03,Yahoo,Germany,Technology,Unpatched Software,SSNs,8958602,Unpatched Software,Legal Action,Cloud Misconfig,2582,User Report,22,463.13,Yes,31.11,Yes,Low,Malicious,Encrypted,No,No,-42.92,55,39.33,Never Disclosed,Email
2005-06-03,Facebook,Australia,Education,Unpatched Software,"Medical Records, Usernames",2300503,Unpatched Software,Customer Compensation,API Vulnerability,992,User Report,79,232.83,No,13.97,Yes,Low,Accidental,Partially Encrypted,Yes,No,-12.5,17,80.84,Delayed,SMS
2021-07-01,Google,Australia,Healthcare,Ransomware,"Medical Records, Usernames, Passwords",3156726,Ransomware,Fined,USB Drive,1313,External Report,67,307.03,No,43.87,No,Medium,None,Partially Encrypted,Yes,No,-40.85,17,208.56,Immediately,Email
2016-03-30,Twitter,India,Government,Unpatched Software,"Credit Cards, Usernames, Passwords",6752373,Unpatched Software,Security Patch,Email,3109,Security Tool,80,374.1,No,11.81,Yes,High,Malicious,Encrypted,Yes,Yes,-18.06,61,255.83,Immediately,SMS
2017-03-25,Google,Russia,Hospitality,Data Leak,"Medical Records, Passwords, SSNs",1850272,Data Leak,Customer Compensation,Social Engineering,3275,Law Enforcement,86,281.91,Yes,0.5,Yes,Medium,None,Partially Encrypted,No,Yes,-33.84,53,11.44,Immediately,Press Release
2016-06-09,Google,Australia,Retail,Insider Threat,"Usernames, Emails",467182,Insider Threat,Fined,Social Engineering,1739,Security Tool,44,451.82,No,43.12,Yes,High,Malicious,Encrypted,Yes,Yes,-16.34,98,74.67,Never Disclosed,Email
2003-09-09,Twitter,Australia,Education,Unpatched Software,"Emails, Credit Cards",3598992,Unpatched Software,Increased Monitoring,Email,269,Internal Audit,19,235.06,No,24.79,No,High,None,Encrypted,Yes,Yes,-18.45,18,135.88,Never Disclosed,Press Release
2015-08-23,Uber,USA,Government,Insider Threat,Passwords,8405942,Insider Threat,Public Disclosure,API Vulnerability,748,External Report,62,348.94,Yes,24.36,Yes,Low,Malicious,Encrypted,Yes,No,-18.13,63,139.95,Immediately,Email
2012-06-17,Yahoo,Canada,Technology,Data Leak,"Passwords, Medical Records, Credit Cards",8313288,Data Leak,Security Patch,Social Engineering,2412,Internal Audit,39,36.21,Yes,29.29,No,Low,Malicious,Encrypted,Yes,Yes,-4.81,69,139.36,Never Disclosed,SMS
2019-05-11,Google,USA,Retail,Malware,"Emails, Phone Numbers",6443545,Malware,Increased Monitoring,Email,3350,Internal Audit,2,290.88,Yes,17.83,No,High,Malicious,Encrypted,Yes,Yes,-36.78,27,298.56,Immediately,Press Release
2004-03-23,LinkedIn,Canada,Education,Weak Passwords,"Usernames, Phone Numbers",5929390,Weak Passwords,Customer Compensation,Social Engineering,1212,External Report,58,232.81,No,33.83,Yes,High,Accidental,Partially Encrypted,Yes,Yes,-5.66,12,120.51,Delayed,Email
2012-12-14,Target,China,Technology,Data Leak,"Medical Records, Phone Numbers",4059789,Data Leak,Security Patch,Web Exploit,721,User Report,12,254.33,Yes,20.96,No,Low,Accidental,Unencrypted,No,No,0.25,97,74.21,Never Disclosed,Press Release
2019-08-23,Yahoo,Germany,Finance,Weak Passwords,"Emails, Passwords",5095703,Weak Passwords,Fined,Email,2050,Internal Audit,80,250.96,Yes,43.37,No,Low,None,Encrypted,Yes,Yes,-27.48,58,188.95,Delayed,Press Release
2019-01-21,Google,Australia,Government,Data Leak,Medical Records,4215263,Data Leak,Legal Action,USB Drive,2182,External Report,40,435.11,Yes,19.31,No,Medium,Accidental,Partially Encrypted,No,Yes,1.18,8,199.87,Immediately,Not Notified
2014-01-24,Twitter,France,Retail,Weak Passwords,"Medical Records, SSNs",7131438,Weak Passwords,Security Patch,API Vulnerability,3506,Law Enforcement,23,95.75,Yes,1.06,Yes,High,Accidental,Encrypted,Yes,Yes,-27.71,30,9.2,Delayed,Press Release
2020-01-16,LinkedIn,UK,Education,Phishing,"Credit Cards, Usernames",5270294,Phishing,Legal Action,Email,634,Security Tool,56,128.8,Yes,19.43,Yes,High,Accidental,Unencrypted,Yes,No,-8.51,75,112.48,Immediately,SMS
2013-06-04,Google,Russia,Technology,Malware,"Credit Cards, Phone Numbers",3060798,Malware,Legal Action,API Vulnerability,1959,User Report,53,139.11,Yes,27.39,No,Low,Malicious,Unencrypted,Yes,Yes,-27.1,100,195.56,Delayed,Email
2013-06-24,Equifax,India,Telecom,Weak Passwords,Phone Numbers,4524873,Weak Passwords,Public Disclosure,API Vulnerability,108,User Report,7,130.43,Yes,11.87,No,Medium,Accidental,Encrypted,No,No,-0.93,72,139.19,Delayed,SMS
2017-04-25,Yahoo,UK,Government,Weak Passwords,Medical Records,8464851,Weak Passwords,Customer Compensation,Web Exploit,2486,Internal Audit,28,481.3,No,49.12,No,Medium,Malicious,Unencrypted,Yes,Yes,-1.57,40,144.66,Immediately,Not Notified
2022-10-22,Equifax,Germany,Hospitality,Ransomware,"Phone Numbers, Credit Cards",2600491,Ransomware,Legal Action,Cloud Misconfig,2413,User Report,71,88.81,Yes,10.92,No,Low,None,Encrypted,No,Yes,-0.31,40,235.95,Delayed,SMS
2004-03-13,LinkedIn,Canada,Retail,Ransomware,"Usernames, Phone Numbers, Passwords",9449754,Ransomware,Fined,Cloud Misconfig,102,External Report,2,408.72,No,28.8,No,High,Accidental,Unencrypted,Yes,Yes,-26.7,80,207.37,Immediately,Not Notified
2011-05-24,Uber,Russia,Education,Insider Threat,SSNs,9073929,Insider Threat,Fined,USB Drive,2297,User Report,31,464.16,Yes,36.52,No,High,None,Partially Encrypted,No,No,-11.37,8,173.16,Immediately,Email
2002-02-05,LinkedIn,Canada,Retail,Unpatched Software,"Medical Records, Emails",5233863,Unpatched Software,Legal Action,Social Engineering,1255,External Report,30,203.82,Yes,15.29,No,Medium,Accidental,Partially Encrypted,Yes,No,5.54,94,202.3,Delayed,Press Release
2002-02-04,Yahoo,France,Technology,Data Leak,"Usernames, Credit Cards, Phone Numbers",6707489,Data Leak,Increased Monitoring,Email,1919,Law Enforcement,62,38.19,Yes,15.5,No,High,Accidental,Encrypted,Yes,Yes,-14.72,81,253.61,Delayed,Not Notified
2008-06-10,Adobe,Canada,Finance,Unpatched Software,Emails,9299445,Unpatched Software,Security Patch,USB Drive,2529,External Report,17,316.67,No,36.5,Yes,Low,None,Unencrypted,Yes,No,-38.75,86,105.31,Immediately,SMS
2011-02-16,Marriott,Russia,Technology,Malware,"Phone Numbers, Emails, Passwords",6223269,Malware,Legal Action,Email,3611,Law Enforcement,77,330.63,No,12.27,No,High,Malicious,Encrypted,No,No,-38.74,95,6.5,Delayed,Not Notified
2010-05-24,Google,Brazil,Healthcare,Data Leak,Emails,6457525,Data Leak,Legal Action,Social Engineering,1337,External Report,78,45.18,Yes,2.8,No,Low,None,Unencrypted,Yes,No,-17.72,60,151.06,Never Disclosed,Not Notified
2024-04-15,Adobe,India,Retail,Ransomware,Passwords,5732244,Ransomware,Legal Action,Social Engineering,1999,Internal Audit,38,301.62,Yes,12.68,Yes,High,Accidental,Partially Encrypted,Yes,Yes,-17.62,60,93.88,Immediately,Not Notified
2014-10-13,Equifax,Canada,Education,Weak Passwords,Credit Cards,8469014,Weak Passwords,Public Disclosure,Social Engineering,2668,User Report,66,103.68,No,22.83,No,Low,Accidental,Encrypted,Yes,No,6.69,92,245.12,Delayed,Press Release
2017-12-01,LinkedIn,Australia,Retail,Insider Threat,Credit Cards,2496388,Insider Threat,Increased Monitoring,USB Drive,213,Security Tool,88,212.05,Yes,3.13,Yes,Low,Malicious,Unencrypted,No,Yes,-17.72,14,148.89,Immediately,Press Release
2017-03-25,LinkedIn,Australia,Healthcare,Unpatched Software,"Emails, Medical Records",597320,Unpatched Software,Customer Compensation,Cloud Misconfig,2492,Law Enforcement,90,43.95,No,28.53,No,Medium,Accidental,Unencrypted,Yes,Yes,6.99,7,117.59,Immediately,Email
2000-03-08,Twitter,Canada,Healthcare,Weak Passwords,"Medical Records, Emails, Usernames",2969157,Weak Passwords,Security Patch,Email,2175,External Report,62,174.25,No,18.68,Yes,Low,Malicious,Unencrypted,Yes,No,4.19,48,238.54,Never Disclosed,SMS
2009-12-24,Facebook,Brazil,Government,Insider Threat,"Phone Numbers, Emails",3467890,Insider Threat,Increased Monitoring,Social Engineering,425,Internal Audit,19,171.76,Yes,18.83,No,Low,None,Encrypted,Yes,Yes,-0.82,27,193.2,Immediately,Not Notified
2014-01-31,Target,Brazil,Technology,Ransomware,"Medical Records, SSNs, Emails",6180470,Ransomware,Public Disclosure,USB Drive,2634,Law Enforcement,71,131.01,Yes,5.81,Yes,Medium,Accidental,Encrypted,No,No,-26.11,95,113.04,Never Disclosed,SMS
2020-08-26,Target,USA,Healthcare,Insider Threat,"Usernames, SSNs, Passwords",6930272,Insider Threat,Fined,USB Drive,2696,External Report,91,60.96,Yes,30.74,Yes,Low,Accidental,Encrypted,Yes,No,-23.46,16,120.62,Never Disclosed,SMS
2009-06-27,Yahoo,Brazil,Government,Phishing,"Passwords, Usernames, Medical Records",3658303,Phishing,Legal Action,API Vulnerability,683,Law Enforcement,6,124.3,No,15.29,Yes,High,Accidental,Unencrypted,Yes,No,-48.33,11,208.72,Immediately,SMS
2004-10-20,LinkedIn,Brazil,Healthcare,Insider Threat,Credit Cards,8228901,Insider Threat,Customer Compensation,API Vulnerability,1858,Internal Audit,96,176.32,Yes,42.79,Yes,Medium,Accidental,Unencrypted,Yes,No,-5.9,88,129.72,Immediately,Not Notified
2004-10-06,Facebook,India,Healthcare,Malware,"Phone Numbers, Passwords",571643,Malware,Public Disclosure,Social Engineering,1867,Internal Audit,91,347.33,Yes,49.78,No,High,None,Unencrypted,Yes,Yes,-45.55,33,284.66,Delayed,Press Release
2004-12-27,Marriott,India,Finance,Insider Threat,"SSNs, Usernames, Passwords",1771303,Insider Threat,Fined,Social Engineering,2184,Security Tool,19,105.03,Yes,45.47,No,High,Accidental,Partially Encrypted,No,Yes,-10.51,64,203.01,Never Disclosed,Press Release
2020-12-05,Adobe,UK,Retail,Malware,"Credit Cards, Usernames",6640425,Malware,Public Disclosure,Cloud Misconfig,663,Security Tool,58,93.48,No,30.74,Yes,High,None,Encrypted,Yes,No,-48.52,28,123.28,Immediately,SMS
2003-05-05,Target,Canada,Technology,Weak Passwords,"SSNs, Emails",6306486,Weak Passwords,Public Disclosure,Web Exploit,905,Security Tool,2,152.18,Yes,47.52,Yes,Medium,Malicious,Partially Encrypted,Yes,No,-33.08,28,133.34,Immediately,SMS
2019-10-08,Google,Russia,Healthcare,Phishing,Passwords,2661548,Phishing,Customer Compensation,Cloud Misconfig,389,Security Tool,88,474.91,Yes,46.9,Yes,Low,Malicious,Unencrypted,No,Yes,0.34,15,62.0,Never Disclosed,SMS
2002-02-09,Uber,Canada,Healthcare,Phishing,Medical Records,1440141,Phishing,Fined,Email,1637,Security Tool,68,69.97,Yes,41.88,Yes,Low,Malicious,Unencrypted,No,Yes,-16.38,49,207.37,Never Disclosed,Email
2006-07-22,Facebook,Brazil,Government,Weak Passwords,"SSNs, Credit Cards, Passwords",8270190,Weak Passwords,Increased Monitoring,Web Exploit,1337,Security Tool,2,188.5,Yes,25.12,No,Low,None,Partially Encrypted,No,Yes,-26.61,47,281.07,Never Disclosed,Email
2015-04-21,Facebook,Germany,Hospitality,Malware,Usernames,9349433,Malware,Security Patch,USB Drive,3350,External Report,67,193.65,No,46.9,Yes,Low,None,Encrypted,No,No,-37.76,78,179.57,Immediately,Press Release
2017-07-26,Google,Australia,Education,Data Leak,"Medical Records, Usernames",2429570,Data Leak,Public Disclosure,Email,2825,Security Tool,77,253.39,Yes,13.83,No,High,Accidental,Unencrypted,Yes,Yes,-30.22,9,113.42,Never Disclosed,Email
2013-03-04,Uber,Australia,Telecom,Insider Threat,"Emails, Credit Cards",3942180,Insider Threat,Customer Compensation,USB Drive,1970,Security Tool,2,318.13,No,42.49,Yes,Medium,None,Encrypted,No,No,-0.42,53,242.9,Never Disclosed,SMS
2016-08-05,LinkedIn,Canada,Technology,Ransomware,"Emails, Phone Numbers",9765549,Ransomware,Public Disclosure,USB Drive,916,Security Tool,86,388.34,Yes,5.82,Yes,High,Accidental,Partially Encrypted,Yes,Yes,-34.06,34,140.68,Immediately,Press Release
2002-07-06,Target,France,Technology,Weak Passwords,Passwords,7429369,Weak Passwords,Customer Compensation,API Vulnerability,1152,Security Tool,95,237.17,No,35.57,No,High,None,Partially Encrypted,No,Yes,-33.55,78,100.58,Delayed,Email
2011-03-19,Yahoo,UK,Hospitality,Malware,"Credit Cards, Usernames",8891662,Malware,Legal Action,API Vulnerability,2955,User Report,80,278.66,Yes,1.93,No,Medium,Malicious,Partially Encrypted,No,Yes,-38.52,69,106.88,Delayed,Email
2006-11-07,Facebook,Brazil,Healthcare,Phishing,"SSNs, Passwords",4384223,Phishing,Increased Monitoring,Social Engineering,2252,Law Enforcement,35,383.21,Yes,24.67,No,Low,Malicious,Unencrypted,No,No,-36.02,60,224.4,Never Disclosed,Not Notified
2021-01-16,Yahoo,Germany,Finance,Insider Threat,"Credit Cards, SSNs, Emails",7799276,Insider Threat,Fined,Cloud Misconfig,528,Internal Audit,28,28.39,No,24.23,Yes,High,Malicious,Unencrypted,No,Yes,0.3,30,258.22,Never Disclosed,Not Notified
2023-09-11,Uber,Brazil,Healthcare,Phishing,"SSNs, Credit Cards, Passwords",4098213,Phishing,Fined,Cloud Misconfig,67,Security Tool,87,234.21,Yes,10.61,No,Low,Malicious,Unencrypted,Yes,Yes,6.19,45,141.0,Immediately,SMS
2006-07-19,Twitter,UK,Hospitality,Data Leak,"Emails, SSNs, Medical Records",2453870,Data Leak,Legal Action,Cloud Misconfig,1564,User Report,76,37.55,Yes,42.61,No,Medium,Malicious,Encrypted,No,Yes,-23.44,40,198.46,Never Disclosed,Not Notified
2017-09-11,Uber,Australia,Government,Malware,"Phone Numbers, Passwords",6180515,Malware,Increased Monitoring,Social Engineering,1511,Security Tool,43,12.43,No,45.8,No,High,Malicious,Encrypted,Yes,No,-13.84,86,162.95,Immediately,SMS
2009-07-20,Facebook,Brazil,Hospitality,Ransomware,"Emails, Medical Records",7983994,Ransomware,Public Disclosure,API Vulnerability,1472,Internal Audit,85,162.91,Yes,19.79,No,Low,Malicious,Encrypted,Yes,No,-16.27,8,180.84,Never Disclosed,Not Notified
2015-11-24,Target,USA,Government,Unpatched Software,Passwords,1022028,Unpatched Software,Security Patch,Email,2574,User Report,39,138.17,No,32.67,Yes,Low,Accidental,Partially Encrypted,No,No,-40.46,48,160.75,Delayed,Not Notified
2016-09-04,Target,USA,Telecom,Data Leak,"Emails, Passwords",3466136,Data Leak,Fined,Cloud Misconfig,1431,User Report,79,440.5,Yes,12.33,No,High,None,Unencrypted,Yes,No,-29.03,3,82.03,Immediately,SMS
2007-05-27,Facebook,Australia,Technology,Unpatched Software,Usernames,451372,Unpatched Software,Security Patch,Cloud Misconfig,819,User Report,90,375.2,No,24.02,Yes,Medium,Accidental,Encrypted,Yes,No,-1.19,39,92.94,Delayed,SMS
2002-07-15,Equifax,India,Finance,Unpatched Software,Emails,9984124,Unpatched Software,Fined,Email,2543,User Report,10,256.62,Yes,10.99,Yes,Medium,None,Partially Encrypted,Yes,Yes,2.11,91,203.01,Immediately,Press Release
2012-02-18,Google,India,Education,Ransomware,Passwords,2952290,Ransomware,Fined,Social Engineering,1228,Law Enforcement,73,281.91,Yes,38.96,No,High,Accidental,Unencrypted,No,No,-35.27,50,124.34,Immediately,Not Notified
2012-08-10,Target,Russia,Telecom,Phishing,"Emails, Phone Numbers",2966077,Phishing,Customer Compensation,Web Exploit,2476,User Report,50,105.07,No,17.65,No,Low,Malicious,Unencrypted,Yes,Yes,6.86,22,107.41,Delayed,Press Release
2009-09-08,Equifax,Brazil,Finance,Weak Passwords,Medical Records,4341641,Weak Passwords,Fined,Web Exploit,1184,Internal Audit,7,186.84,Yes,49.24,Yes,High,None,Partially Encrypted,No,Yes,8.39,39,207.37,Never Disclosed,Press Release
2001-05-04,Adobe,France,Technology,Weak Passwords,"Phone Numbers, Credit Cards, SSNs",9109569,Weak Passwords,Legal Action,API Vulnerability,2335,User Report,80,141.49,Yes,40.3,No,High,Malicious,Encrypted,No,Yes,-20.21,31,74.21,Immediately,Press Release
2020-07-13,Target,UK,Government,Unpatched Software,"Medical Records, SSNs",239795,Unpatched Software,Security Patch,Social Engineering,2324,External Report,14,174.74,Yes,25.1,Yes,Medium,None,Partially Encrypted,Yes,Yes,-11.37,39,33.41,Never Disclosed,Email
2015-01-20,Yahoo,Australia,Healthcare,Malware,"Passwords, Usernames",5443064,Malware,Security Patch,API Vulnerability,1999,Internal Audit,70,196.97,Yes,26.78,Yes,Low,Malicious,Partially Encrypted,Yes,Yes,-7.78,81,296.62,Immediately,SMS
2018-07-28,Uber,Russia,Finance,Insider Threat,"Medical Records, SSNs",4231327,Insider Threat,Fined,Web Exploit,2174,Internal Audit,18,175.87,Yes,13.4,Yes,Low,None,Encrypted,No,Yes,3.06,53,23.67,Never Disclosed,Not Notified
2021-04-13,Target,Canada,Retail,Unpatched Software,"Credit Cards, Passwords, Emails",330794,Unpatched Software,Public Disclosure,Social Engineering,97,Security Tool,50,250.77,Yes,0.98,Yes,High,Accidental,Encrypted,No,No,2.08,58,151.58,Delayed,Email
2006-03-16,Uber,France,Hospitality,Ransomware,"Usernames, Phone Numbers",3531452,Ransomware,Security Patch,Cloud Misconfig,1868,Security Tool,38,183.66,No,2.01,No,High,None,Partially Encrypted,Yes,Yes,-18.52,17,144.66,Delayed,Email
2011-09-01,LinkedIn,USA,Retail,Data Leak,"Medical Records, Phone Numbers, Credit Cards",525803,Data Leak,Increased Monitoring,Email,1021,Security Tool,50,42.0,Yes,5.61,Yes,Low,None,Encrypted,No,Yes,-28.91,79,58.64,Immediately,SMS
